original_path,new_path,action,reason,outcome_status,human_review_required
08-governance-risk-controls/compliance/learning-path.md,14-learning-paths/security-governance/compliance.md,move,Align with the target taxonomy and content-type placement.,Completed,false
08-governance-risk-controls/compliance/quick-reference.md,13-reference/security-governance/compliance.md,move,Align with the target taxonomy and content-type placement.,Completed,false
08-governance-risk-controls/compliance/reference-guide.md,09-security-governance/compliance/reference-guide.md,move,Align with the target taxonomy and content-type placement.,Completed,false
08-governance-risk-controls/compliance/troubleshooting-guide.md,95-review-required/generated-scaffolding/09-security-governance/compliance/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
08-governance-risk-controls/data-governance/README.md,09-security-governance/data-governance/README.md,move,Align with the target taxonomy and content-type placement.,Completed,false
08-governance-risk-controls/data-governance/architecture-overview.md,95-review-required/generated-scaffolding/09-security-governance/data-governance/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
08-governance-risk-controls/data-governance/best-practices.md,95-review-required/generated-scaffolding/09-security-governance/data-governance/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
08-governance-risk-controls/data-governance/business-context.md,95-review-required/generated-scaffolding/09-security-governance/data-governance/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
08-governance-risk-controls/data-governance/common-frameworks.md,95-review-required/generated-scaffolding/09-security-governance/data-governance/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
08-governance-risk-controls/data-governance/examples/README.md,95-review-required/generated-scaffolding/09-security-governance/data-governance/examples/README.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
08-governance-risk-controls/data-governance/examples/example-01.md,95-review-required/generated-scaffolding/09-security-governance/data-governance/examples/example-01.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
08-governance-risk-controls/data-governance/examples/example-scenario.md,95-review-required/generated-scaffolding/09-security-governance/data-governance/examples/example-scenario.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
08-governance-risk-controls/data-governance/governance-checklist.md,95-review-required/generated-scaffolding/09-security-governance/data-governance/governance-checklist.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
08-governance-risk-controls/data-governance/learning-path.md,14-learning-paths/security-governance/data-governance.md,move,Align with the target taxonomy and content-type placement.,Completed,false
08-governance-risk-controls/data-governance/quick-reference.md,13-reference/security-governance/data-governance.md,move,Align with the target taxonomy and content-type placement.,Completed,false
08-governance-risk-controls/data-governance/reference-guide.md,09-security-governance/data-governance/reference-guide.md,move,Align with the target taxonomy and content-type placement.,Completed,false
08-governance-risk-controls/data-governance/troubleshooting-guide.md,95-review-required/generated-scaffolding/09-security-governance/data-governance/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
08-governance-risk-controls/index.md,99-archive/duplicates/domain-indexes/08-governance-risk-controls-index.md,archive,Exact or normalized duplicate of the domain README.,Archived,false
08-governance-risk-controls/operational-risk/README.md,09-security-governance/operational-risk/README.md,move,Align with the target taxonomy and content-type placement.,Completed,false
08-governance-risk-controls/operational-risk/architecture-overview.md,95-review-required/generated-scaffolding/09-security-governance/operational-risk/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
08-governance-risk-controls/operational-risk/best-practices.md,95-review-required/generated-scaffolding/09-security-governance/operational-risk/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
08-governance-risk-controls/operational-risk/business-context.md,95-review-required/generated-scaffolding/09-security-governance/operational-risk/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
08-governance-risk-controls/operational-risk/common-frameworks.md,95-review-required/generated-scaffolding/09-security-governance/operational-risk/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
08-governance-risk-controls/operational-risk/examples/README.md,95-review-required/generated-scaffolding/09-security-governance/operational-risk/examples/README.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
08-governance-risk-controls/operational-risk/examples/example-01.md,95-review-required/generated-scaffolding/09-security-governance/operational-risk/examples/example-01.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
08-governance-risk-controls/operational-risk/examples/example-scenario.md,95-review-required/generated-scaffolding/09-security-governance/operational-risk/examples/example-scenario.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
08-governance-risk-controls/operational-risk/governance-checklist.md,95-review-required/generated-scaffolding/09-security-governance/operational-risk/governance-checklist.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
08-governance-risk-controls/operational-risk/learning-path.md,14-learning-paths/security-governance/operational-risk.md,move,Align with the target taxonomy and content-type placement.,Completed,false
08-governance-risk-controls/operational-risk/quick-reference.md,13-reference/security-governance/operational-risk.md,move,Align with the target taxonomy and content-type placement.,Completed,false
08-governance-risk-controls/operational-risk/reference-guide.md,09-security-governance/operational-risk/reference-guide.md,move,Align with the target taxonomy and content-type placement.,Completed,false
08-governance-risk-controls/operational-risk/troubleshooting-guide.md,95-review-required/generated-scaffolding/09-security-governance/operational-risk/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
08-governance-risk-controls/security/README.md,09-security-governance/security/README.md,move,Align with the target taxonomy and content-type placement.,Completed,false
08-governance-risk-controls/security/architecture-overview.md,95-review-required/generated-scaffolding/09-security-governance/security/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
08-governance-risk-controls/security/best-practices.md,95-review-required/generated-scaffolding/09-security-governance/security/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
08-governance-risk-controls/security/business-context.md,95-review-required/generated-scaffolding/09-security-governance/security/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
08-governance-risk-controls/security/common-frameworks.md,95-review-required/generated-scaffolding/09-security-governance/security/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
08-governance-risk-controls/security/examples/README.md,95-review-required/generated-scaffolding/09-security-governance/security/examples/README.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
08-governance-risk-controls/security/examples/example-01.md,95-review-required/generated-scaffolding/09-security-governance/security/examples/example-01.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
08-governance-risk-controls/security/examples/example-scenario.md,95-review-required/generated-scaffolding/09-security-governance/security/examples/example-scenario.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
08-governance-risk-controls/security/governance-checklist.md,95-review-required/generated-scaffolding/09-security-governance/security/governance-checklist.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
08-governance-risk-controls/security/learning-path.md,14-learning-paths/security-governance/security.md,move,Align with the target taxonomy and content-type placement.,Completed,false
08-governance-risk-controls/security/quick-reference.md,13-reference/security-governance/security.md,move,Align with the target taxonomy and content-type placement.,Completed,false
08-governance-risk-controls/security/reference-guide.md,09-security-governance/security/reference-guide.md,move,Align with the target taxonomy and content-type placement.,Completed,false
08-governance-risk-controls/security/troubleshooting-guide.md,95-review-required/generated-scaffolding/09-security-governance/security/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/README.md,10-business-domain/README.md,move,Align with the target taxonomy and content-type placement.,Completed,false
09-business-context/finance/README.md,10-business-domain/finance/README.md,move,Align with the target taxonomy and content-type placement.,Completed,false
09-business-context/finance/architecture-overview.md,95-review-required/generated-scaffolding/10-business-domain/finance/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/finance/best-practices.md,95-review-required/generated-scaffolding/10-business-domain/finance/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/finance/business-context.md,95-review-required/generated-scaffolding/10-business-domain/finance/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/finance/common-frameworks.md,95-review-required/generated-scaffolding/10-business-domain/finance/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/finance/examples/README.md,95-review-required/generated-scaffolding/10-business-domain/finance/examples/README.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/finance/examples/example-01.md,95-review-required/generated-scaffolding/10-business-domain/finance/examples/example-01.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/finance/examples/example-scenario.md,95-review-required/generated-scaffolding/10-business-domain/finance/examples/example-scenario.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/finance/governance-checklist.md,95-review-required/generated-scaffolding/10-business-domain/finance/governance-checklist.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/finance/learning-path.md,14-learning-paths/business-domain/finance.md,move,Align with the target taxonomy and content-type placement.,Completed,false
09-business-context/finance/quick-reference.md,13-reference/business-domain/finance.md,move,Align with the target taxonomy and content-type placement.,Completed,false
09-business-context/finance/reference-guide.md,10-business-domain/finance/reference-guide.md,move,Align with the target taxonomy and content-type placement.,Completed,false
09-business-context/finance/troubleshooting-guide.md,95-review-required/generated-scaffolding/10-business-domain/finance/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/ia-automation-task-backlog.md,11-project-delivery/organization-specific/intelligent-automation/automation-remediation-modernization-backlog.md,move,Align with the target taxonomy and content-type placement.,Completed,false
09-business-context/index.md,99-archive/duplicates/domain-indexes/09-business-context-index.md,archive,Exact or normalized duplicate of the domain README.,Archived,false
09-business-context/insurance/README.md,10-business-domain/insurance/README.md,move,Align with the target taxonomy and content-type placement.,Completed,false
09-business-context/insurance/architecture-overview.md,95-review-required/generated-scaffolding/10-business-domain/insurance/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/insurance/best-practices.md,95-review-required/generated-scaffolding/10-business-domain/insurance/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/insurance/business-context.md,95-review-required/generated-scaffolding/10-business-domain/insurance/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/insurance/common-frameworks.md,95-review-required/generated-scaffolding/10-business-domain/insurance/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/insurance/examples/README.md,95-review-required/generated-scaffolding/10-business-domain/insurance/examples/README.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/insurance/examples/example-01.md,95-review-required/generated-scaffolding/10-business-domain/insurance/examples/example-01.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/insurance/examples/example-scenario.md,95-review-required/generated-scaffolding/10-business-domain/insurance/examples/example-scenario.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/insurance/governance-checklist.md,95-review-required/generated-scaffolding/10-business-domain/insurance/governance-checklist.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/insurance/learning-path.md,14-learning-paths/business-domain/insurance.md,move,Align with the target taxonomy and content-type placement.,Completed,false
09-business-context/insurance/quick-reference.md,13-reference/business-domain/insurance.md,move,Align with the target taxonomy and content-type placement.,Completed,false
09-business-context/insurance/reference-guide.md,10-business-domain/insurance/reference-guide.md,move,Align with the target taxonomy and content-type placement.,Completed,false
09-business-context/insurance/troubleshooting-guide.md,95-review-required/generated-scaffolding/10-business-domain/insurance/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/operations/README.md,10-business-domain/operations/README.md,move,Align with the target taxonomy and content-type placement.,Completed,false
09-business-context/operations/architecture-overview.md,95-review-required/generated-scaffolding/10-business-domain/operations/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/operations/best-practices.md,95-review-required/generated-scaffolding/10-business-domain/operations/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/operations/business-context.md,95-review-required/generated-scaffolding/10-business-domain/operations/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/operations/common-frameworks.md,95-review-required/generated-scaffolding/10-business-domain/operations/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/operations/examples/README.md,95-review-required/generated-scaffolding/10-business-domain/operations/examples/README.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/operations/examples/example-01.md,95-review-required/generated-scaffolding/10-business-domain/operations/examples/example-01.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/operations/examples/example-scenario.md,95-review-required/generated-scaffolding/10-business-domain/operations/examples/example-scenario.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/operations/governance-checklist.md,95-review-required/generated-scaffolding/10-business-domain/operations/governance-checklist.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/operations/learning-path.md,14-learning-paths/business-domain/operations.md,move,Align with the target taxonomy and content-type placement.,Completed,false
09-business-context/operations/quick-reference.md,13-reference/business-domain/operations.md,move,Align with the target taxonomy and content-type placement.,Completed,false
09-business-context/operations/reference-guide.md,10-business-domain/operations/reference-guide.md,move,Align with the target taxonomy and content-type placement.,Completed,false
09-business-context/operations/troubleshooting-guide.md,95-review-required/generated-scaffolding/10-business-domain/operations/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/power-platform-review.md,11-project-delivery/organization-specific/intelligent-automation/power-platform-current-state-review.md,move,Align with the target taxonomy and content-type placement.,Completed,false
09-business-context/product-thinking/README.md,10-business-domain/product-thinking/README.md,move,Align with the target taxonomy and content-type placement.,Completed,false
09-business-context/product-thinking/architecture-overview.md,95-review-required/generated-scaffolding/10-business-domain/product-thinking/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/product-thinking/best-practices.md,95-review-required/generated-scaffolding/10-business-domain/product-thinking/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/product-thinking/business-context.md,95-review-required/generated-scaffolding/10-business-domain/product-thinking/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/product-thinking/common-frameworks.md,95-review-required/generated-scaffolding/10-business-domain/product-thinking/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/product-thinking/examples/README.md,95-review-required/generated-scaffolding/10-business-domain/product-thinking/examples/README.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/product-thinking/examples/example-01.md,95-review-required/generated-scaffolding/10-business-domain/product-thinking/examples/example-01.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/product-thinking/examples/example-scenario.md,95-review-required/generated-scaffolding/10-business-domain/product-thinking/examples/example-scenario.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/product-thinking/governance-checklist.md,95-review-required/generated-scaffolding/10-business-domain/product-thinking/governance-checklist.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/product-thinking/learning-path.md,14-learning-paths/business-domain/product-thinking.md,move,Align with the target taxonomy and content-type placement.,Completed,false
09-business-context/product-thinking/quick-reference.md,13-reference/business-domain/product-thinking.md,move,Align with the target taxonomy and content-type placement.,Completed,false
09-business-context/product-thinking/reference-guide.md,10-business-domain/product-thinking/reference-guide.md,move,Align with the target taxonomy and content-type placement.,Completed,false
09-business-context/product-thinking/troubleshooting-guide.md,95-review-required/generated-scaffolding/10-business-domain/product-thinking/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/stakeholder-management/README.md,10-business-domain/stakeholder-management/README.md,move,Align with the target taxonomy and content-type placement.,Completed,false
09-business-context/stakeholder-management/architecture-overview.md,95-review-required/generated-scaffolding/10-business-domain/stakeholder-management/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/stakeholder-management/best-practices.md,95-review-required/generated-scaffolding/10-business-domain/stakeholder-management/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/stakeholder-management/business-context.md,95-review-required/generated-scaffolding/10-business-domain/stakeholder-management/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/stakeholder-management/common-frameworks.md,95-review-required/generated-scaffolding/10-business-domain/stakeholder-management/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/stakeholder-management/examples/README.md,95-review-required/generated-scaffolding/10-business-domain/stakeholder-management/examples/README.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/stakeholder-management/examples/example-01.md,95-review-required/generated-scaffolding/10-business-domain/stakeholder-management/examples/example-01.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/stakeholder-management/examples/example-scenario.md,95-review-required/generated-scaffolding/10-business-domain/stakeholder-management/examples/example-scenario.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/stakeholder-management/governance-checklist.md,95-review-required/generated-scaffolding/10-business-domain/stakeholder-management/governance-checklist.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/stakeholder-management/learning-path.md,14-learning-paths/business-domain/stakeholder-management.md,move,Align with the target taxonomy and content-type placement.,Completed,false
09-business-context/stakeholder-management/quick-reference.md,13-reference/business-domain/stakeholder-management.md,move,Align with the target taxonomy and content-type placement.,Completed,false
09-business-context/stakeholder-management/reference-guide.md,10-business-domain/stakeholder-management/reference-guide.md,move,Align with the target taxonomy and content-type placement.,Completed,false
09-business-context/stakeholder-management/troubleshooting-guide.md,95-review-required/generated-scaffolding/10-business-domain/stakeholder-management/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/value-measurement/README.md,10-business-domain/value-measurement/README.md,move,Align with the target taxonomy and content-type placement.,Completed,false
09-business-context/value-measurement/architecture-overview.md,95-review-required/generated-scaffolding/10-business-domain/value-measurement/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/value-measurement/best-practices.md,95-review-required/generated-scaffolding/10-business-domain/value-measurement/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/value-measurement/business-context.md,95-review-required/generated-scaffolding/10-business-domain/value-measurement/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/value-measurement/common-frameworks.md,95-review-required/generated-scaffolding/10-business-domain/value-measurement/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/value-measurement/examples/README.md,95-review-required/generated-scaffolding/10-business-domain/value-measurement/examples/README.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/value-measurement/examples/example-01.md,95-review-required/generated-scaffolding/10-business-domain/value-measurement/examples/example-01.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/value-measurement/examples/example-scenario.md,95-review-required/generated-scaffolding/10-business-domain/value-measurement/examples/example-scenario.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/value-measurement/governance-checklist.md,95-review-required/generated-scaffolding/10-business-domain/value-measurement/governance-checklist.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
09-business-context/value-measurement/learning-path.md,14-learning-paths/business-domain/value-measurement.md,move,Align with the target taxonomy and content-type placement.,Completed,false
09-business-context/value-measurement/quick-reference.md,13-reference/business-domain/value-measurement.md,move,Align with the target taxonomy and content-type placement.,Completed,false
09-business-context/value-measurement/reference-guide.md,10-business-domain/value-measurement/reference-guide.md,move,Align with the target taxonomy and content-type placement.,Completed,false
09-business-context/value-measurement/troubleshooting-guide.md,95-review-required/generated-scaffolding/10-business-domain/value-measurement/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
10-quick-reference-sheets/README.md,13-reference/README.md,move,Align with the target taxonomy and content-type placement.,Completed,false
10-quick-reference-sheets/cheat-sheets/README.md,13-reference/cheat-sheets/README.md,move,Align with the target taxonomy and content-type placement.,Completed,false
10-quick-reference-sheets/cheat-sheets/architecture-overview.md,95-review-required/generated-scaffolding/13-reference/cheat-sheets/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
10-quick-reference-sheets/cheat-sheets/best-practices.md,95-review-required/generated-scaffolding/13-reference/cheat-sheets/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
10-quick-reference-sheets/cheat-sheets/business-context.md,95-review-required/generated-scaffolding/13-reference/cheat-sheets/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
10-quick-reference-sheets/cheat-sheets/common-frameworks.md,95-review-required/generated-scaffolding/13-reference/cheat-sheets/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
10-quick-reference-sheets/cheat-sheets/examples/README.md,95-review-required/generated-scaffolding/13-reference/cheat-sheets/examples/README.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
10-quick-reference-sheets/cheat-sheets/examples/example-01.md,95-review-required/generated-scaffolding/13-reference/cheat-sheets/examples/example-01.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
10-quick-reference-sheets/cheat-sheets/examples/example-scenario.md,95-review-required/generated-scaffolding/13-reference/cheat-sheets/examples/example-scenario.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
10-quick-reference-sheets/cheat-sheets/governance-checklist.md,95-review-required/generated-scaffolding/13-reference/cheat-sheets/governance-checklist.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
10-quick-reference-sheets/cheat-sheets/learning-path.md,14-learning-paths/reference/cheat-sheets.md,move,Align with the target taxonomy and content-type placement.,Completed,false
10-quick-reference-sheets/cheat-sheets/quick-reference.md,13-reference/reference/cheat-sheets.md,move,Align with the target taxonomy and content-type placement.,Completed,false
10-quick-reference-sheets/cheat-sheets/reference-guide.md,13-reference/cheat-sheets/reference-guide.md,move,Align with the target taxonomy and content-type placement.,Completed,false
10-quick-reference-sheets/cheat-sheets/troubleshooting-guide.md,95-review-required/generated-scaffolding/13-reference/cheat-sheets/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
10-quick-reference-sheets/checklists/README.md,13-reference/checklists/README.md,move,Align with the target taxonomy and content-type placement.,Completed,false
10-quick-reference-sheets/checklists/architecture-overview.md,95-review-required/generated-scaffolding/13-reference/checklists/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
10-quick-reference-sheets/checklists/best-practices.md,95-review-required/generated-scaffolding/13-reference/checklists/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
10-quick-reference-sheets/checklists/business-context.md,95-review-required/generated-scaffolding/13-reference/checklists/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
10-quick-reference-sheets/checklists/common-frameworks.md,95-review-required/generated-scaffolding/13-reference/checklists/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
10-quick-reference-sheets/checklists/examples/README.md,95-review-required/generated-scaffolding/13-reference/checklists/examples/README.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
10-quick-reference-sheets/checklists/examples/example-01.md,95-review-required/generated-scaffolding/13-reference/checklists/examples/example-01.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
10-quick-reference-sheets/checklists/examples/example-scenario.md,95-review-required/generated-scaffolding/13-reference/checklists/examples/example-scenario.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
10-quick-reference-sheets/checklists/governance-checklist.md,95-review-required/generated-scaffolding/13-reference/checklists/governance-checklist.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
10-quick-reference-sheets/checklists/learning-path.md,14-learning-paths/reference/checklists.md,move,Align with the target taxonomy and content-type placement.,Completed,false
10-quick-reference-sheets/checklists/quick-reference.md,13-reference/reference/checklists.md,move,Align with the target taxonomy and content-type placement.,Completed,false
10-quick-reference-sheets/checklists/reference-guide.md,13-reference/checklists/reference-guide.md,move,Align with the target taxonomy and content-type placement.,Completed,false
10-quick-reference-sheets/checklists/troubleshooting-guide.md,95-review-required/generated-scaffolding/13-reference/checklists/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
10-quick-reference-sheets/commands/README.md,13-reference/commands/README.md,move,Align with the target taxonomy and content-type placement.,Completed,false
10-quick-reference-sheets/commands/best-practices.md,95-review-required/generated-scaffolding/13-reference/commands/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
10-quick-reference-sheets/commands/business-context.md,95-review-required/generated-scaffolding/13-reference/commands/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
10-quick-reference-sheets/commands/cheat-sheets-index.md,13-reference/commands/cheat-sheets-index.md,move,Align with the target taxonomy and content-type placement.,Completed,false
10-quick-reference-sheets/commands/common-frameworks.md,95-review-required/generated-scaffolding/13-reference/commands/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
10-quick-reference-sheets/commands/dbt-cheat-sheet.md,13-reference/commands/dbt-cheat-sheet.md,move,Align with the target taxonomy and content-type placement.,Completed,false
10-quick-reference-sheets/commands/examples/README.md,95-review-required/generated-scaffolding/13-reference/commands/examples/README.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
10-quick-reference-sheets/commands/examples/example-01.md,95-review-required/generated-scaffolding/13-reference/commands/examples/example-01.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
10-quick-reference-sheets/commands/examples/example-scenario.md,95-review-required/generated-scaffolding/13-reference/commands/examples/example-scenario.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
10-quick-reference-sheets/commands/git-cheat-sheet.md,13-reference/commands/git-cheat-sheet.md,move,Align with the target taxonomy and content-type placement.,Completed,false
10-quick-reference-sheets/commands/governance-checklist.md,95-review-required/generated-scaffolding/13-reference/commands/governance-checklist.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
10-quick-reference-sheets/commands/learning-path.md,14-learning-paths/reference/commands.md,move,Align with the target taxonomy and content-type placement.,Completed,false
10-quick-reference-sheets/commands/powerquery-m-cheat-sheet.md,13-reference/commands/powerquery-m-cheat-sheet.md,move,Align with the target taxonomy and content-type placement.,Completed,false
10-quick-reference-sheets/commands/quick-reference.md,13-reference/reference/commands.md,move,Align with the target taxonomy and content-type placement.,Completed,false
10-quick-reference-sheets/commands/reference-guide.md,13-reference/commands/reference-guide.md,move,Align with the target taxonomy and content-type placement.,Completed,false
10-quick-reference-sheets/commands/sql-cheat-sheet.md,03-data-engineering/sql/sql-and-data-analytics-guide.md,move-and-split,Large canonical guide will be moved and divided along existing subject boundaries.,Completed,true
10-quick-reference-sheets/commands/troubleshooting-guide.md,95-review-required/generated-scaffolding/13-reference/commands/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
10-quick-reference-sheets/commands/wdl-expressions-cheat-sheet.md,13-reference/commands/wdl-expressions-cheat-sheet.md,move,Align with the target taxonomy and content-type placement.,Completed,false
10-quick-reference-sheets/decision-trees/README.md,13-reference/decision-trees/README.md,move,Align with the target taxonomy and content-type placement.,Completed,false
10-quick-reference-sheets/decision-trees/architecture-overview.md,95-review-required/generated-scaffolding/13-reference/decision-trees/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
10-quick-reference-sheets/decision-trees/best-practices.md,95-review-required/generated-scaffolding/13-reference/decision-trees/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
10-quick-reference-sheets/decision-trees/business-context.md,95-review-required/generated-scaffolding/13-reference/decision-trees/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
10-quick-reference-sheets/decision-trees/common-frameworks.md,95-review-required/generated-scaffolding/13-reference/decision-trees/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
10-quick-reference-sheets/decision-trees/examples/README.md,95-review-required/generated-scaffolding/13-reference/decision-trees/examples/README.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
10-quick-reference-sheets/decision-trees/examples/example-01.md,95-review-required/generated-scaffolding/13-reference/decision-trees/examples/example-01.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
10-quick-reference-sheets/decision-trees/examples/example-scenario.md,95-review-required/generated-scaffolding/13-reference/decision-trees/examples/example-scenario.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
